,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20,C_21,C_22,C_23,C_24,C_25,C_26,C_27,C_28,C_29,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_40,C_41
P_54,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.0,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.0,0.0,0.0,0.016216216216216214,0.016216216216216214,0.016216216216216214
P_55,0.0,0.0,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.0,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.0,0.0,0.44117647058823534,0.0,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.0,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534,0.44117647058823534
P_56,0.2777777777777778,0.0,0.0,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,0.2777777777777778,0.2777777777777778
P_57,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.0,0.0,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.0
P_58,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417,0.14634146341463417
P_59,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.0,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.0,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.2564102564102564
P_60,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
P_61,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666
P_62,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.7142857142857142,0.7142857142857142,0.0,0.7142857142857142,0.0,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.0,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.7142857142857142,0.7142857142857142
P_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
P_64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
P_74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_79,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666
P_80,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.0,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.0,0.0,0.0,0.016216216216216214,0.016216216216216214,0.016216216216216214
P_81,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.0,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.0,0.0,0.0,0.016216216216216214,0.016216216216216214,0.016216216216216214
P_82,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.0,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.016216216216216214,0.0,0.0,0.0,0.016216216216216214,0.016216216216216214,0.016216216216216214
